time,low,high,open,close,volume,symbol
1761955200,1085.84,1091.91,1088.5,1091.91,107.56365,BNB-USD
1761958800,1084.85,1093.81,1092.08,1085.0,40.43476,BNB-USD
1761962400,1081.39,1086.32,1084.93,1085.73,68.89796,BNB-USD
1761966000,1085.77,1090.44,1085.77,1089.6,46.63911,BNB-USD
1761969600,1087.76,1090.9,1089.83,1088.91,52.78391,BNB-USD
1761973200,1085.31,1089.48,1089.3,1085.96,16.29656,BNB-USD
1761976800,1083.33,1086.4,1085.83,1085.7,23.10314,BNB-USD
1761980400,1084.4,1087.78,1085.4,1085.9,84.67235,BNB-USD
1761984000,1085.21,1087.0,1085.8,1086.76,12.43289,BNB-USD
1761987600,1085.4,1088.0,1086.67,1087.4,15.288,BNB-USD
1761991200,1086.38,1087.7,1087.39,1087.19,3.29976,BNB-USD
1761994800,1086.68,1088.19,1087.19,1088.11,7.26954,BNB-USD
1761998400,1088.2,1090.69,1088.2,1088.44,18.44777,BNB-USD
1762002000,1082.65,1089.14,1088.8,1084.92,20.24904,BNB-USD
1762005600,1081.98,1085.74,1085.22,1084.27,27.69097,BNB-USD
1762009200,1083.96,1095.52,1083.97,1091.52,142.92364,BNB-USD
1762012800,1090.28,1094.04,1091.64,1091.88,29.87147,BNB-USD
1762016400,1091.6,1097.76,1092.12,1091.88,94.77958,BNB-USD
1762020000,1090.09,1094.18,1092.18,1093.57,99.56824,BNB-USD
1762023600,1092.01,1094.18,1093.57,1094.18,23.34536,BNB-USD
1762027200,1093.44,1096.18,1093.64,1095.36,22.97718,BNB-USD
1762030800,1089.9,1095.96,1095.48,1090.17,30.18887,BNB-USD
1762034400,1089.63,1093.76,1090.17,1093.5,16.15026,BNB-USD
1762038000,1093.28,1095.05,1093.41,1093.88,24.68707,BNB-USD
1762041600,1091.0,1094.09,1094.0,1092.08,21.19719,BNB-USD
1762045200,1091.16,1093.78,1091.91,1091.59,21.79686,BNB-USD
1762048800,1087.81,1091.58,1091.58,1090.32,28.19325,BNB-USD
