timestamp,btcd
2021-08-05,45.321966231267155
2021-08-06,46.31546156248534
2021-08-07,46.605775210862106
2021-08-08,43.42662007669463
2021-08-09,47.544019406345114
2021-08-10,44.405451547103745
2021-08-11,44.24509669876642
2021-08-12,42.409410905789315
2021-08-13,46.75397630117374
2021-08-14,42.75108128103321
2021-08-15,42.76146241998998
2021-08-16,41.496849846698716
2021-08-17,41.148698108898074
2021-08-18,42.877052152731736
2021-08-19,44.075577216506424
2021-08-20,44.42188671667371
2021-08-21,42.33165685139637
2021-08-22,43.01470428515234
2021-08-23,42.8404317993463
2021-08-24,40.42718481676138
2021-08-25,43.24680961989457
2021-08-26,40.60082396453765
2021-08-27,44.118558603905434
2021-08-28,41.97674996485782
2021-08-29,42.06961033335971
2021-08-30,40.6572704989355
2021-08-31,41.78665039194161
2021-09-01,42.17458353431286
2021-09-02,40.608726245169905
2021-09-03,40.808919882158484
2021-09-04,39.854248397704325
2021-09-05,41.24168132064953
2021-09-06,40.72932426988661
2021-09-07,35.6845605554727
2021-09-08,39.806868071040704
2021-09-09,39.971244053151025
2021-09-10,38.33984290467184
2021-09-11,40.22031303910651
2021-09-12,40.37021098041919
2021-09-13,38.21981468636185
2021-09-14,41.57285149171685
2021-09-15,40.93187736488646
2021-09-16,39.4912224389696
2021-09-17,39.398384129646466
2021-09-18,41.18927665305735
2021-09-19,39.64382582811087
2021-09-20,36.75139120309116
2021-09-21,39.01333837854015
2021-09-22,44.30967839180315
2021-09-23,41.45335509749665
2021-09-24,38.38303989377281
2021-09-25,40.13800898934248
2021-09-26,40.94740859794303
2021-09-27,39.71270201913117
2021-09-28,39.4879589360268
2021-09-29,41.371966908093285
2021-09-30,42.87052867097784
2021-10-01,45.12668648984083
2021-10-02,41.05793394485414
2021-10-03,41.15167548555439
2021-10-04,41.495660538186776
2021-10-05,43.31387274812845
2021-10-06,44.961630583482446
2021-10-07,42.275767638317355
2021-10-08,42.824902969942436
2021-10-09,43.62468975825774
2021-10-10,42.7023056081915
2021-10-11,45.98233646440022
2021-10-12,43.50930884329666
2021-10-13,45.04788559217797
2021-10-14,43.790831302616716
2021-10-15,46.55240152519939
2021-10-16,44.208053308670145
2021-10-17,44.85812156119085
2021-10-18,45.188967369981484
2021-10-19,46.98342312842419
2021-10-20,47.020885489092855
2021-10-21,42.47478267184484
2021-10-22,43.06657718363399
2021-10-23,43.853198844805114
2021-10-24,42.763489613891245
2021-10-25,44.70053863805696
2021-10-26,41.53306121761396
2021-10-27,40.966522989977264
2021-10-28,44.419248602997705
2021-10-29,43.421079410712025
2021-10-30,41.90228440043287
2021-10-31,42.07722087558514
2021-11-01,41.877017830128956
2021-11-02,43.08526018567376
2021-11-03,41.40211533699005
2021-11-04,40.1572599285119
2021-11-05,40.588246784088234
2021-11-06,40.82361079910572
2021-11-07,41.6742302180667
2021-11-08,43.3705080191847
2021-11-09,41.173668254193956
2021-11-10,40.23727384915626
2021-11-11,41.6185785305105
2021-11-12,40.54100935138386
2021-11-13,41.20019517651331
2021-11-14,41.54379788475552
2021-11-15,39.958599655862045
2021-11-16,38.73242454257333
2021-11-17,41.3563108890857
2021-11-18,38.767111540527594
2021-11-19,42.26100685982607
2021-11-20,41.227220301294786
2021-11-21,39.53398449168017
2021-11-22,38.199863562166506
2021-11-23,40.89619680423768
2021-11-24,38.705205626454195
2021-11-25,39.98900442591771
2021-11-26,36.09425777218133
2021-11-27,40.364853016418145
2021-11-28,41.590416304089445
2021-11-29,40.43487626559667
2021-11-30,39.10796666637415
2021-12-01,39.10832450763385
2021-12-02,38.523775724074376
2021-12-03,36.94946262635223
2021-12-04,35.64116219200643
2021-12-05,38.42470174642123
2021-12-06,39.64962373558378
2021-12-07,38.629993310604185
2021-12-08,38.48229352662943
2021-12-09,35.82132428279293
2021-12-10,37.58792151996595
2021-12-11,40.48182445834566
2021-12-12,39.66309094758936
2021-12-13,36.478995534020264
2021-12-14,39.340686386508565
2021-12-15,40.032625676846
2021-12-16,37.999702706611814
2021-12-17,37.51302481303649
2021-12-18,38.8423004252953
2021-12-19,37.97441554870641
2021-12-20,38.34130236719038
2021-12-21,39.8708020962712
2021-12-22,38.382012797574426
2021-12-23,40.02293160485535
2021-12-24,38.341494932442224
2021-12-25,38.36522566235722
2021-12-26,38.40369843534556
2021-12-27,38.02450394352245
2021-12-28,35.74435678896375
2021-12-29,37.089588226808935
2021-12-30,38.80645887373211
2021-12-31,37.528731468334584
2022-01-01,39.04526621215052
2022-01-02,37.549564986165805
2022-01-03,36.81090779172948
2022-01-04,36.911233125449414
2022-01-05,35.10373497811701
2022-01-06,36.89540469916528
2022-01-07,35.90504942282629
2022-01-08,37.92592747883403
2022-01-09,38.569622875732165
2022-01-10,38.07082141663126
2022-01-11,39.48969706397136
2022-01-12,39.18599826253041
2022-01-13,36.48857058907393
2022-01-14,38.07220410965789
2022-01-15,37.514995722145926
2022-01-16,37.24275208090882
2022-01-17,36.31174055187431
2022-01-18,37.52502700187434
2022-01-19,37.27494119331507
2022-01-20,37.06028008883679
2022-01-21,34.159991779452476
2022-01-22,37.06442075679163
2022-01-23,40.5220305269421
2022-01-24,39.294876677235315
2022-01-25,40.087070644559496
2022-01-26,39.62052383932235
2022-01-27,40.04234079257281
2022-01-28,40.91917023254194
2022-01-29,40.38279747007022
2022-01-30,39.57902263446051
2022-01-31,40.554052767430775
2022-02-01,39.99486605097535
2022-02-02,37.5332064714687
2022-02-03,39.335649653415395
2022-02-04,43.758733256498644
2022-02-05,39.606283794045545
2022-02-06,40.51843436481603
2022-02-07,41.01232722098071
2022-02-08,39.78790175873233
2022-02-09,40.13051940865317
2022-02-10,38.78333368139064
2022-02-11,38.91363357928611
2022-02-12,40.363557731014204
2022-02-13,40.41453186962734
2022-02-14,41.00931485523489
2022-02-15,42.53771212774153
2022-02-16,39.700376727604166
2022-02-17,37.04552919577899
2022-02-18,39.328529928322645
2022-02-19,40.01796784689508
2022-02-20,38.30346515718877
2022-02-21,38.58121153417525
2022-02-22,41.351621706864584
2022-02-23,39.118300021554454
2022-02-24,40.98399760419839
2022-02-25,41.61815767508311
2022-02-26,39.88411771784142
2022-02-27,38.4467287552629
2022-02-28,45.80006276048368
2022-03-01,42.20213395869936
2022-03-02,40.999975409143595
2022-03-03,39.959293777435285
2022-03-04,37.920406326527264
2022-03-05,40.83462551268951
2022-03-06,39.29310883968985
2022-03-07,40.21337998564665
2022-03-08,41.48884391825792
2022-03-09,44.10523474667958
2022-03-10,38.94793505706251
2022-03-11,40.11616502654982
2022-03-12,40.78541454768486
2022-03-13,39.630754314606826
2022-03-14,42.44596153781465
2022-03-15,40.775181464688295
2022-03-16,42.71191650758877
2022-03-17,40.87396222209502
2022-03-18,41.44725604932843
2022-03-19,40.84797056240988
2022-03-20,39.48115528177671
2022-03-21,40.235317243626454
2022-03-22,41.24312637358172
2022-03-23,40.72965951589182
2022-03-24,41.02479224769833
2022-03-25,40.49364027204898
2022-03-26,40.720127460682
2022-03-27,42.396250278435794
2022-03-28,40.87818048204341
2022-03-29,40.745209781533404
2022-03-30,39.89537057437928
2022-03-31,38.53739541939049
2022-04-01,40.22240054473647
2022-04-02,38.82875091391184
2022-04-03,39.472701032946425
2022-04-04,39.011535848127814
2022-04-05,38.219851122535616
2022-04-06,37.005271928673984
2022-04-07,39.75722168208811
2022-04-08,38.05090034015356
2022-04-09,39.64353047542304
2022-04-10,38.45835601906775
2022-04-11,36.455284203674196
2022-04-12,39.72071490033427
2022-04-13,39.898289479848344
2022-04-14,37.802820591114674
2022-04-15,39.39657553086565
2022-04-16,38.77382387269008
2022-04-17,38.088648000318805
2022-04-18,39.978520270470156
2022-04-19,39.72762630555173
2022-04-20,38.91131742246268
2022-04-21,38.20007578441163
2022-04-22,38.33989454714946
2022-04-23,38.44330307959134
2022-04-24,38.74347085510019
2022-04-25,39.90308664642578
2022-04-26,36.84864796509312
2022-04-27,40.26317929931458
2022-04-28,39.87149586153016
2022-04-29,38.369463821976865
2022-04-30,38.77646985814548
2022-05-01,41.01458010092345
2022-05-02,39.95156070364722
2022-05-03,39.237063857997114
2022-05-04,41.96839531074454
2022-05-05,36.61034293018435
2022-05-06,38.70137827200522
2022-05-07,38.62796439286392
2022-05-08,37.88312786672102
2022-05-09,34.88927957845615
2022-05-10,40.58510083333209
2022-05-11,37.01127920246085
2022-05-12,41.751140991519144
2022-05-13,43.33895508070947
2022-05-14,43.47506185086126
2022-05-15,44.051485444718914
2022-05-16,40.50798771320209
2022-05-17,43.27299142119104
2022-05-18,39.826361708020286
2022-05-19,44.923942240277256
2022-05-20,41.47119413025348
2022-05-21,42.91927659504758
2022-05-22,43.7554142016405
2022-05-23,40.8672314790936
2022-05-24,43.0501587437499
2022-05-25,42.379529060800884
2022-05-26,42.27858622457493
2022-05-27,42.82331146262143
2022-05-28,44.58882260302162
2022-05-29,44.24785429910029
2022-05-30,47.13104837110213
2022-05-31,44.09280877771457
2022-06-01,41.404160860126964
2022-06-02,44.915529744996626
2022-06-03,43.128389000901876
2022-06-04,44.45814295963743
2022-06-05,44.23075122536215
2022-06-06,46.355936689449514
2022-06-07,44.55594775441084
2022-06-08,43.64872374479446
2022-06-09,44.35942528756795
2022-06-10,42.91924561505919
2022-06-11,43.612978939304675
2022-06-12,42.949243195911954
2022-06-13,38.044162343356916
2022-06-14,42.9410367159575
2022-06-15,43.673579211504816
2022-06-16,38.48992953861365
2022-06-17,42.383352461154566
2022-06-18,38.991685704070235
2022-06-19,44.7592091954713
2022-06-20,41.76990374555451
2022-06-21,41.75353496667785
2022-06-22,39.99300404066576
2022-06-23,43.61118377918828
2022-06-24,41.69812302938747
2022-06-25,40.99227962216054
2022-06-26,39.772372302013956
2022-06-27,40.139757679993274
2022-06-28,39.66224074212223
2022-06-29,40.51042165381942
2022-06-30,40.41502896247864
2022-07-01,39.924725744728654
2022-07-02,40.41273837504944
2022-07-03,40.54445749980545
2022-07-04,42.3449456027679
2022-07-05,40.57461196782287
2022-07-06,41.579401103245736
2022-07-07,42.92919038488484
2022-07-08,41.55054839115716
2022-07-09,41.15726128812748
2022-07-10,39.92217153633605
