coin,rows,start_date,end_date
VET-USD.csv,23043,2023-09-13 16:00:00,2026-05-01 00:00:00
PAX-USD.csv,22998,2022-01-01 00:00:00,2026-05-01 00:00:00
VTHO-USD.csv,22914,2023-09-13 16:00:00,2026-04-30 23:00:00
VARA-USD.csv,22622,2023-09-20 18:00:00,2026-05-01 00:00:00
MEDIA-USD.csv,22545,2022-06-28 18:00:00,2025-04-15 18:00:00
BIGTIME-USD.csv,22280,2023-10-12 01:00:00,2026-05-01 00:00:00
COVAL-USD.csv,22168,2022-01-01 00:00:00,2024-07-19 18:00:00
DYP-USD.csv,21983,2022-06-22 16:00:00,2025-01-17 19:00:00
TIA-USD.csv,21866,2023-11-01 18:00:00,2026-05-01 00:00:00
ENJ-USD.csv,21492,2022-01-01 00:00:00,2024-06-14 18:00:00
DAR-USD.csv,21412,2022-06-16 16:00:00,2025-05-16 18:00:00
JTO-USD.csv,21002,2023-12-07 16:00:00,2026-05-01 00:00:00
BONK-USD.csv,20835,2023-12-14 17:00:00,2026-05-01 00:00:00
BIT-USD.csv,20365,2022-06-07 16:00:00,2025-01-06 19:00:00
ONDO-USD.csv,19898,2024-01-22 18:00:00,2026-05-01 00:00:00
HONEY-USD.csv,19771,2024-01-17 17:00:00,2026-05-01 00:00:00
SEAM-USD.csv,19678,2023-12-11 18:00:00,2026-05-01 00:00:00
ZETA-USD.csv,19574,2024-02-01 01:00:00,2026-05-01 00:00:00
AERO-USD.csv,19538,2024-02-06 17:00:00,2026-05-01 00:00:00
RENDER-USD.csv,19323,2024-02-15 17:00:00,2026-05-01 00:00:00
STG-USD.csv,19222,2022-08-04 16:00:00,2026-05-01 00:00:00
VELO-USD.csv,19175,2024-02-06 17:00:00,2026-05-01 00:00:00
STRK-USD.csv,19002,2024-02-21 19:00:00,2026-05-01 00:00:00
UNFI-USD.csv,18703,2022-01-25 18:00:00,2024-04-01 17:00:00
AKT-USD.csv,18530,2024-03-19 16:00:00,2026-05-01 00:00:00
LIT-USD.csv,17953,2022-12-06 17:00:00,2025-05-16 18:00:00
SAFE-USD.csv,17566,2024-04-23 18:00:00,2026-05-01 00:00:00
RONIN-USD.csv,17506,2024-03-21 16:00:00,2026-03-30 17:00:00
PLA-USD.csv,17349,2022-01-01 00:00:00,2024-02-14 01:00:00
ARKM-USD.csv,17272,2024-04-02 16:00:00,2026-05-01 00:00:00
KARRAT-USD.csv,17216,2024-04-22 20:00:00,2026-04-30 22:00:00
TNSR-USD.csv,17067,2024-04-08 19:00:00,2026-05-01 00:00:00
WAMPL-USD.csv,16995,2022-06-09 16:00:00,2024-07-19 18:00:00
NEON-USD.csv,16923,2024-04-30 16:00:00,2026-04-30 23:00:00
DRIFT-USD.csv,16920,2024-05-17 18:00:00,2026-05-01 00:00:00
POLY-USD.csv,16821,2022-01-01 00:00:00,2023-12-05 19:00:00
OMNI-USD.csv,16496,2024-04-17 14:00:00,2026-05-01 00:00:00
SHDW-USD.csv,16317,2024-04-10 16:00:00,2026-05-01 00:00:00
ZRO-USD.csv,16299,2024-06-20 17:00:00,2026-05-01 00:00:00
REN-USD.csv,16101,2022-01-01 00:00:00,2023-11-03 18:00:00
CORECHAIN-USD.csv,16056,2024-06-21 16:00:00,2026-05-01 00:00:00
QUICK-USD.csv,15972,2022-01-01 00:00:00,2023-12-06 19:00:00
GUSD-USD.csv,15888,2022-06-30 17:00:00,2025-05-07 15:00:00
PIRATE-USD.csv,15520,2024-06-13 19:00:00,2026-05-01 00:00:00
LRDS-USD.csv,15156,2024-07-24 17:00:00,2026-05-01 00:00:00
QSP-USD.csv,15085,2022-02-03 19:00:00,2023-11-03 17:00:00
MCO2-USD.csv,15008,2022-01-01 00:00:00,2023-11-14 18:00:00
LSETH-USD.csv,14971,2023-03-07 15:00:00,2026-04-30 22:00:00
A8-USD.csv,14952,2024-07-17 17:00:00,2026-05-01 00:00:00
SD-USD.csv,14824,2024-07-30 17:00:00,2026-05-01 00:00:00
SNT-USD.csv,14765,2022-03-08 22:00:00,2024-02-23 18:00:00
VGX-USD.csv,14715,2022-01-01 00:00:00,2023-09-06 15:00:00
BOND-USD.csv,14706,2022-01-01 00:00:00,2023-09-06 16:00:00
BLAST-USD.csv,14576,2024-06-26 19:00:00,2026-05-01 00:00:00
TVK-USD.csv,14509,2023-04-18 16:00:00,2025-01-29 19:00:00
POL-USD.csv,14469,2024-09-04 22:00:00,2026-05-01 00:00:00
ACX-USD.csv,14410,2024-08-21 16:00:00,2026-05-01 00:00:00
PYUSD-USD.csv,14299,2023-08-31 16:00:00,2025-04-24 16:00:00
MTL-USD.csv,14213,2022-07-21 18:00:00,2024-06-14 17:00:00
ALEO-USD.csv,14079,2024-09-18 20:00:00,2026-05-01 00:00:00
ZK-USD.csv,13965,2024-09-25 16:00:00,2026-05-01 00:00:00
CRPT-USD.csv,13907,2022-03-24 16:00:00,2023-11-03 18:00:00
COW-USD.csv,13886,2024-09-24 16:00:00,2026-05-01 00:00:00
EIGEN-USD.csv,13787,2024-10-01 16:00:00,2026-05-01 00:00:00
WELL-USD.csv,13719,2024-09-25 16:00:00,2026-05-01 00:00:00
DDX-USD.csv,13574,2022-01-01 00:00:00,2023-09-06 16:00:00
IO-USD.csv,13490,2024-10-09 16:00:00,2026-05-01 00:00:00
DEGEN-USD.csv,13310,2024-10-15 16:00:00,2026-05-01 00:00:00
ZETACHAIN-USD.csv,13295,2024-09-23 16:00:00,2026-05-01 00:00:00
G-USD.csv,13258,2024-08-13 16:00:00,2026-05-01 00:00:00
PEPE-USD.csv,12796,2024-11-13 16:00:00,2026-05-01 00:00:00
WIF-USD.csv,12786,2024-11-13 20:00:00,2026-05-01 00:00:00
FLOKI-USD.csv,12574,2024-11-21 17:00:00,2026-05-01 00:00:00
SWELL-USD.csv,12549,2024-11-07 20:00:00,2026-05-01 00:00:00
MOODENG-USD.csv,12289,2024-12-04 18:00:00,2026-05-01 00:00:00
MONA-USD.csv,12260,2022-06-28 19:00:00,2024-01-04 18:00:00
SYLO-USD.csv,12256,2022-07-21 16:00:00,2024-01-04 19:00:00
MOG-USD.csv,12218,2024-12-05 21:00:00,2026-05-01 00:00:00
TURBO-USD.csv,12121,2024-12-11 18:00:00,2026-05-01 00:00:00
GIGA-USD.csv,11932,2024-12-11 17:00:00,2026-05-01 00:00:00
GALA-USD.csv,11916,2022-01-01 00:00:00,2023-05-12 16:00:00
MOBILE-USD.csv,11761,2024-02-22 17:00:00,2025-06-26 18:00:00
PRCL-USD.csv,11664,2024-12-17 17:00:00,2026-05-01 00:00:00
RAI-USD.csv,11211,2022-01-01 00:00:00,2024-07-19 18:00:00
TRUMP-USD.csv,11138,2025-01-21 18:00:00,2026-05-01 00:00:00
TOSHI-USD.csv,11091,2025-01-23 17:00:00,2026-05-01 00:00:00
PNUT-USD.csv,11081,2025-01-14 17:00:00,2026-05-01 00:00:00
ATA-USD.csv,10881,2022-06-16 16:00:00,2024-01-04 19:00:00
MIR-USD.csv,10860,2022-01-01 00:00:00,2023-03-29 15:00:00
OMG-USD.csv,10859,2022-01-01 00:00:00,2023-03-29 16:00:00
RLY-USD.csv,10858,2022-01-01 00:00:00,2023-03-29 16:00:00
ME-USD.csv,10852,2024-12-10 22:00:00,2026-05-01 00:00:00
YFII-USD.csv,10851,2022-01-01 00:00:00,2023-03-29 15:00:00
VVV-USD.csv,10809,2025-01-28 00:00:00,2026-05-01 00:00:00
LOOM-USD.csv,10785,2022-01-01 00:00:00,2023-03-29 15:00:00
REP-USD.csv,10755,2022-01-01 00:00:00,2023-03-29 15:00:00
BERA-USD.csv,10750,2025-02-06 20:00:00,2026-05-01 00:00:00
ETHFI-USD.csv,10739,2025-02-06 17:00:00,2026-05-01 00:00:00
DREP-USD.csv,10633,2022-06-23 18:00:00,2024-01-04 19:00:00
B3-USD.csv,10616,2025-02-10 23:00:00,2026-05-01 00:00:00
TONE-USD.csv,10592,2022-08-02 16:00:00,2023-11-03 18:00:00
PENGU-USD.csv,10587,2025-02-13 17:00:00,2026-05-01 00:00:00
IP-USD.csv,10587,2025-02-13 16:00:00,2026-05-01 00:00:00
POPCAT-USD.csv,10586,2025-02-13 17:00:00,2026-05-01 00:00:00
JUP-USD.csv,10550,2022-06-23 16:00:00,2023-09-06 16:00:00
TAO-USD.csv,10419,2025-02-20 17:00:00,2026-05-01 00:00:00
KAITO-USD.csv,10415,2025-02-20 18:00:00,2026-05-01 00:00:00
PYTH-USD.csv,10407,2025-02-20 17:00:00,2026-05-01 00:00:00
MORPHO-USD.csv,10250,2025-02-27 17:00:00,2026-05-01 00:00:00
REZ-USD.csv,10035,2025-03-06 17:00:00,2026-05-01 00:00:00
RED-USD.csv,9933,2025-03-12 16:00:00,2026-05-01 00:00:00
SYRUP-USD.csv,9916,2025-03-13 16:00:00,2026-05-01 00:00:00
ATH-USD.csv,9915,2025-03-13 16:00:00,2026-05-01 00:00:00
COOKIE-USD.csv,9870,2025-03-11 16:00:00,2026-05-01 00:00:00
MXC-USD.csv,9688,2022-08-31 16:00:00,2023-11-03 18:00:00
NU-USD.csv,9642,2022-01-01 00:00:00,2023-02-06 17:00:00
KEEP-USD.csv,9632,2022-01-01 00:00:00,2023-02-06 16:00:00
PENDLE-USD.csv,9579,2025-03-27 17:00:00,2026-05-01 00:00:00
EDGE-USD.csv,9367,2025-04-02 20:00:00,2026-05-01 00:00:00
DOGINME-USD.csv,9303,2025-04-01 17:00:00,2026-05-01 00:00:00
PROMPT-USD.csv,9238,2025-04-10 19:00:00,2026-05-01 00:00:00
FAI-USD.csv,9141,2025-03-27 16:00:00,2026-05-01 00:00:00
KEYCAT-USD.csv,9104,2025-04-01 17:00:00,2026-05-01 00:00:00
L3-USD.csv,9090,2025-03-27 16:00:00,2026-05-01 00:00:00
RSR-USD.csv,8941,2025-04-22 16:00:00,2026-05-01 00:00:00
CLANKER-USD.csv,8927,2025-04-23 16:00:00,2026-05-01 00:00:00
KERNEL-USD.csv,8908,2025-04-14 19:00:00,2026-05-01 00:00:00
ZORA-USD.csv,8903,2025-04-24 20:00:00,2026-05-01 00:00:00
NEST-USD.csv,8835,2022-07-26 16:00:00,2023-09-05 15:00:00
WLD-USD.csv,8759,2025-04-30 20:00:00,2026-05-01 00:00:00
ALT-USD.csv,8684,2025-03-27 16:00:00,2026-05-01 00:00:00
MANTLE-USD.csv,8674,2025-05-01 16:00:00,2026-05-01 00:00:00
PAXG-USD.csv,8560,2025-05-08 18:00:00,2026-05-01 00:00:00
SXT-USD.csv,8479,2025-05-08 18:00:00,2026-05-01 00:00:00
OOKI-USD.csv,8237,2022-08-30 16:00:00,2023-09-06 15:00:00
ANT-USD.csv,7911,2022-12-08 17:00:00,2024-01-05 15:00:00
ENA-USD.csv,7900,2025-06-05 16:00:00,2026-05-01 00:00:00
FARTCOIN-USD.csv,7732,2025-06-12 16:00:00,2026-05-01 00:00:00
SQD-USD.csv,7696,2025-06-12 16:00:00,2026-05-01 00:00:00
BUSD-USD.csv,7673,2022-04-27 17:00:00,2023-03-13 15:00:00
SPK-USD.csv,7605,2025-06-17 20:00:00,2026-05-01 00:00:00
CAKE-USD.csv,7521,2025-06-12 16:00:00,2026-05-01 00:00:00
S-USD.csv,7444,2025-06-24 16:00:00,2026-05-01 00:00:00
RGT-USD.csv,7347,2022-01-01 00:00:00,2022-11-04 16:00:00
LA-USD.csv,7346,2025-06-04 19:00:00,2026-05-01 00:00:00
TRIBE-USD.csv,7276,2022-01-01 00:00:00,2022-11-04 15:00:00
W-USD.csv,7249,2025-07-02 16:00:00,2026-05-01 00:00:00
HOME-USD.csv,7135,2025-06-10 19:00:00,2026-05-01 00:00:00
